ORDERNO,ORDER_LINENO,PRODUCT_CODE,CUSTOMER_NAME,ORDER_DATE,STATUS,QUANTITY_ORDER,PRICE_EACH,SALES,PHONE,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,COUNTRY,CONTACT_LAST_NAME,CONTACT_FIRST_NAME,PRODUCT_LINE,MSRP,DEAL_SIZE,YEAR_ID,MONTH_ID,QTR_ID,Order_Date
10367,3,S18_1749,Toys4GrownUps.com,12-01-2005,Resolved,37,? 100.00,4703.81,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,Young,Julie,Vintage Cars,? 170.00,Large,2005,1,1,12-01-2005
10367,3,S18_1749,Toys4GrownUps.com,12-01-2005,Resolved,37,? 100.00,4703.81,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,Young,Julie,Vintage Cars,? 170.00,Small,2005,1,1,12-01-2005
10379,2,S18_1749,Euro Shopping Channel,10-02-2005,Shipped,39,? 100.00,5399.55,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Vintage Cars,? 170.00,Medium,2005,2,1,10-02-2005
10379,2,S18_1749,Euro Shopping Channel,10-02-2005,Shipped,39,? 100.00,5399.55,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Vintage Cars,? 170.00,Large,2005,2,1,10-02-2005
10379,2,S18_1749,Euro Shopping Channel,10-02-2005,Shipped,39,? 100.00,5399.55,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Vintage Cars,? 170.00,Small,2005,2,1,10-02-2005
10407,2,S18_1749,The Sharp Gifts Warehouse,22-04-2005,On Hold,76,? 100.00,14082.8,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,Frick,Sue,Vintage Cars,? 170.00,Medium,2005,4,2,22-04-2005
10407,2,S18_1749,The Sharp Gifts Warehouse,22-04-2005,On Hold,76,? 100.00,14082.8,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,Frick,Sue,Vintage Cars,? 170.00,Large,2005,4,2,22-04-2005
10407,2,S18_1749,The Sharp Gifts Warehouse,22-04-2005,On Hold,76,? 100.00,14082.8,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,Frick,Sue,Vintage Cars,? 170.00,Small,2005,4,2,22-04-2005
10420,5,S18_1749,Souveniers And Things Co.,29-05-2005,In Process,37,? 100.00,5283.6,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,Huxley,Adrian,Vintage Cars,? 170.00,Medium,2005,5,2,29-05-2005
10420,5,S18_1749,Souveniers And Things Co.,29-05-2005,In Process,37,? 100.00,5283.6,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,Huxley,Adrian,Vintage Cars,? 170.00,Large,2005,5,2,29-05-2005
10420,5,S18_1749,Souveniers And Things Co.,29-05-2005,In Process,37,? 100.00,5283.6,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,Huxley,Adrian,Vintage Cars,? 170.00,Small,2005,5,2,29-05-2005
10108,2,S18_1889,Cruz & Sons Co.,03-03-2003,Shipped,38,? 82.39,3130.82,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,N/A,Makati City,N/A,1227 MM,Philippines,Cruz,Arnold,Classic Cars,? 77.00,Small,2003,3,1,03-03-2003
10108,2,S18_1889,Cruz & Sons Co.,03-03-2003,Shipped,38,? 82.39,3130.82,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,N/A,Makati City,N/A,1227 MM,Philippines,Cruz,Arnold,Classic Cars,? 77.00,Medium,2003,3,1,03-03-2003
10122,6,S18_1889,Marseille Mini Autos,08-05-2003,Shipped,43,? 72.38,3112.34,91.24.4555,"12, rue des Bouchers",N/A,Marseille,N/A,13008,France,Lebihan,Laurence,Classic Cars,? 77.00,Small,2003,5,2,08-05-2003
10122,6,S18_1889,Marseille Mini Autos,08-05-2003,Shipped,43,? 72.38,3112.34,91.24.4555,"12, rue des Bouchers",N/A,Marseille,N/A,13008,France,Lebihan,Laurence,Classic Cars,? 77.00,Medium,2003,5,2,08-05-2003
10135,3,S18_1889,Mini Gifts Distributors Ltd.,02-07-2003,Shipped,48,? 79.31,3806.88,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,Nelson,Valarie,Classic Cars,? 77.00,Small,2003,7,3,02-07-2003
10135,3,S18_1889,Mini Gifts Distributors Ltd.,02-07-2003,Shipped,48,? 79.31,3806.88,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,Nelson,Valarie,Classic Cars,? 77.00,Medium,2003,7,3,02-07-2003
10147,3,S18_1889,Collectables For Less Inc.,05-09-2003,Shipped,26,? 82.39,2142.14,6175558555,7825 Douglas Av.,N/A,Brickhaven,MA,58339,USA,Nelson,Allen,Classic Cars,? 77.00,Small,2003,9,3,05-09-2003
10147,3,S18_1889,Collectables For Less Inc.,05-09-2003,Shipped,26,? 82.39,2142.14,6175558555,7825 Douglas Av.,N/A,Brickhaven,MA,58339,USA,Nelson,Allen,Classic Cars,? 77.00,Medium,2003,9,3,05-09-2003
10160,4,S18_1889,"Men 'R' US Retailers, Ltd.",11-10-2003,Shipped,38,? 88.55,3364.9,2155554369,6047 Douglas Av.,N/A,Los Angeles,CA,N/A,USA,Chandler,Michael,Classic Cars,? 77.00,Small,2003,10,4,11-10-2003
10160,4,S18_1889,"Men 'R' US Retailers, Ltd.",11-10-2003,Shipped,38,? 88.55,3364.9,2155554369,6047 Douglas Av.,N/A,Los Angeles,CA,N/A,USA,Chandler,Michael,Classic Cars,? 77.00,Medium,2003,10,4,11-10-2003
10170,2,S18_1889,Mini Auto Werke,04-11-2003,Shipped,20,? 63.14,1262.8,7675-3555,Kirchgasse 6,N/A,Graz,N/A,8010,Austria,Mendel,Roland,Classic Cars,? 77.00,Small,2003,11,4,04-11-2003
10170,2,S18_1889,Mini Auto Werke,04-11-2003,Shipped,20,? 63.14,1262.8,7675-3555,Kirchgasse 6,N/A,Graz,N/A,8010,Austria,Mendel,Roland,Classic Cars,? 77.00,Medium,2003,11,4,04-11-2003
10181,10,S18_1889,Herkku Gifts,12-11-2003,Shipped,22,? 73.92,1626.24,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,Oeztan,Veysel,Classic Cars,? 77.00,Small,2003,11,4,12-11-2003
10181,10,S18_1889,Herkku Gifts,12-11-2003,Shipped,22,? 73.92,1626.24,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,Oeztan,Veysel,Classic Cars,? 77.00,Medium,2003,11,4,12-11-2003
10192,15,S18_1889,Online Diecast Creations Co.,20-11-2003,Shipped,45,? 90.86,4088.7,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,Young,Valarie,Classic Cars,? 77.00,Small,2003,11,4,20-11-2003
10192,15,S18_1889,Online Diecast Creations Co.,20-11-2003,Shipped,45,? 90.86,4088.7,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,Young,Valarie,Classic Cars,? 77.00,Medium,2003,11,4,20-11-2003
10203,4,S18_1889,Euro Shopping Channel,02-12-2003,Shipped,45,? 85.47,3846.15,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 77.00,Small,2003,12,4,02-12-2003
10203,4,S18_1889,Euro Shopping Channel,02-12-2003,Shipped,45,? 85.47,3846.15,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 77.00,Medium,2003,12,4,02-12-2003
10212,14,S18_1889,Euro Shopping Channel,16-01-2004,Shipped,20,? 66.99,1339.8,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 77.00,Small,2004,1,1,16-01-2004
10212,14,S18_1889,Euro Shopping Channel,16-01-2004,Shipped,20,? 66.99,1339.8,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 77.00,Medium,2004,1,1,16-01-2004
10225,5,S18_1889,"Vida Sport, Ltd",22-02-2004,Shipped,47,? 64.68,3039.96,0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,Holz,Michael,Classic Cars,? 77.00,Small,2004,2,1,22-02-2004
10225,5,S18_1889,"Vida Sport, Ltd",22-02-2004,Shipped,47,? 64.68,3039.96,0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,Holz,Michael,Classic Cars,? 77.00,Medium,2004,2,1,22-02-2004
10239,4,S18_1889,"Oulu Toy Supplies, Inc.",12-04-2004,Shipped,46,? 73.92,3400.32,981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,Koskitalo,Pirkko,Classic Cars,? 77.00,Small,2004,4,2,12-04-2004
10239,4,S18_1889,"Oulu Toy Supplies, Inc.",12-04-2004,Shipped,46,? 73.92,3400.32,981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,Koskitalo,Pirkko,Classic Cars,? 77.00,Medium,2004,4,2,12-04-2004
10253,9,S18_1889,"UK Collectables, Ltd.",01-06-2004,Cancelled,23,? 83.93,1930.39,(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,Devon,Elizabeth,Classic Cars,? 77.00,Small,2004,6,2,01-06-2004
10253,9,S18_1889,"UK Collectables, Ltd.",01-06-2004,Cancelled,23,? 83.93,1930.39,(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,Devon,Elizabeth,Classic Cars,? 77.00,Medium,2004,6,2,01-06-2004
10266,10,S18_1889,L'ordine Souveniers,06-07-2004,Shipped,33,? 74.69,2464.77,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,Moroni,Maurizio,Classic Cars,? 77.00,Small,2004,7,3,06-07-2004
10266,10,S18_1889,L'ordine Souveniers,06-07-2004,Shipped,33,? 74.69,2464.77,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,Moroni,Maurizio,Classic Cars,? 77.00,Medium,2004,7,3,06-07-2004
10278,10,S18_1889,Signal Gift Stores,06-08-2004,Shipped,29,? 90.86,2634.94,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,King,Sue,Classic Cars,? 77.00,Small,2004,8,3,06-08-2004
10278,10,S18_1889,Signal Gift Stores,06-08-2004,Shipped,29,? 90.86,2634.94,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,King,Sue,Classic Cars,? 77.00,Medium,2004,8,3,06-08-2004
10287,8,S18_1889,"Vida Sport, Ltd",30-08-2004,Shipped,44,? 82.39,3625.16,0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,Holz,Michael,Classic Cars,? 77.00,Small,2004,8,3,30-08-2004
10287,8,S18_1889,"Vida Sport, Ltd",30-08-2004,Shipped,44,? 82.39,3625.16,0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,Holz,Michael,Classic Cars,? 77.00,Medium,2004,8,3,30-08-2004
10300,1,S18_1889,"Blauer See Auto, Co.",04-10-2003,Shipped,41,? 92.40,3788.4,+49 69 66 90 2555,Lyonerstr. 34,N/A,Frankfurt,N/A,60528,Germany,Keitel,Roland,Classic Cars,? 77.00,Small,2003,10,4,04-10-2003
10300,1,S18_1889,"Blauer See Auto, Co.",04-10-2003,Shipped,41,? 92.40,3788.4,+49 69 66 90 2555,Lyonerstr. 34,N/A,Frankfurt,N/A,60528,Germany,Keitel,Roland,Classic Cars,? 77.00,Medium,2003,10,4,04-10-2003
10310,6,S18_1889,"Toms Spezialitten, Ltd",16-10-2004,Shipped,20,? 91.63,1832.6,0221-5554327,Mehrheimerstr. 369,N/A,Koln,N/A,50739,Germany,Pfalzheim,Henriette,Classic Cars,? 77.00,Small,2004,10,4,16-10-2004
10310,6,S18_1889,"Toms Spezialitten, Ltd",16-10-2004,Shipped,20,? 91.63,1832.6,0221-5554327,Mehrheimerstr. 369,N/A,Koln,N/A,50739,Germany,Pfalzheim,Henriette,Classic Cars,? 77.00,Medium,2004,10,4,16-10-2004
10321,14,S18_1889,FunGiftIdeas.com,04-11-2004,Shipped,37,? 78.54,2905.98,5085552555,1785 First Street,N/A,New Bedford,MA,50553,USA,Benitez,Violeta,Classic Cars,? 77.00,Small,2004,11,4,04-11-2004
10321,14,S18_1889,FunGiftIdeas.com,04-11-2004,Shipped,37,? 78.54,2905.98,5085552555,1785 First Street,N/A,New Bedford,MA,50553,USA,Benitez,Violeta,Classic Cars,? 77.00,Medium,2004,11,4,04-11-2004
10329,9,S18_1889,Land of Toys Inc.,15-11-2004,Shipped,29,? 100.00,2954.81,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,Yu,Kwai,Classic Cars,? 77.00,Small,2004,11,4,15-11-2004
10329,9,S18_1889,Land of Toys Inc.,15-11-2004,Shipped,29,? 100.00,2954.81,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,Yu,Kwai,Classic Cars,? 77.00,Medium,2004,11,4,15-11-2004
10342,1,S18_1889,"Australian Collectors, Co.",24-11-2004,Shipped,55,? 65.45,3599.75,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Classic Cars,? 77.00,Small,2004,11,4,24-11-2004
10342,1,S18_1889,"Australian Collectors, Co.",24-11-2004,Shipped,55,? 65.45,3599.75,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Classic Cars,? 77.00,Medium,2004,11,4,24-11-2004
10363,7,S18_1889,Suominen Souveniers,06-01-2005,Shipped,22,? 100.00,3686.54,+358 9 8045 555,"Software Engineering Center, SEC Oy",N/A,Espoo,N/A,FIN-02271,Finland,Suominen,Kalle,Classic Cars,? 77.00,Small,2005,1,1,06-01-2005
10363,7,S18_1889,Suominen Souveniers,06-01-2005,Shipped,22,? 100.00,3686.54,+358 9 8045 555,"Software Engineering Center, SEC Oy",N/A,Espoo,N/A,FIN-02271,Finland,Suominen,Kalle,Classic Cars,? 77.00,Medium,2005,1,1,06-01-2005
10377,4,S18_1889,"Toys of Finland, Co.",09-02-2005,Shipped,31,? 67.76,2100.56,90-224 8555,Keskuskatu 45,N/A,Helsinki,N/A,21240,Finland,Karttunen,Matti,Classic Cars,? 77.00,Small,2005,2,1,09-02-2005
10377,4,S18_1889,"Toys of Finland, Co.",09-02-2005,Shipped,31,? 67.76,2100.56,90-224 8555,Keskuskatu 45,N/A,Helsinki,N/A,21240,Finland,Karttunen,Matti,Classic Cars,? 77.00,Medium,2005,2,1,09-02-2005
10389,3,S18_1889,Scandinavian Gift Ideas,03-03-2005,Shipped,49,? 79.22,3881.78,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,Larsson,Maria,Classic Cars,? 77.00,Small,2005,3,1,03-03-2005
10389,3,S18_1889,Scandinavian Gift Ideas,03-03-2005,Shipped,49,? 79.22,3881.78,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,Larsson,Maria,Classic Cars,? 77.00,Medium,2005,3,1,03-03-2005
10405,4,S18_1889,Mini Caravy,14-04-2005,Shipped,61,? 73.92,4509.12,88.60.1555,"24, place Kluber",N/A,Strasbourg,N/A,67000,France,Citeaux,Frederique,Classic Cars,? 77.00,Small,2005,4,2,14-04-2005
10405,4,S18_1889,Mini Caravy,14-04-2005,Shipped,61,? 73.92,4509.12,88.60.1555,"24, place Kluber",N/A,Strasbourg,N/A,67000,France,Citeaux,Frederique,Classic Cars,? 77.00,Medium,2005,4,2,14-04-2005
10419,9,S18_1889,Salzburg Collectables,17-05-2005,Shipped,39,? 83.93,3273.27,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,Pipps,Georg,Classic Cars,? 77.00,Small,2005,5,2,17-05-2005
10419,9,S18_1889,Salzburg Collectables,17-05-2005,Shipped,39,? 83.93,3273.27,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,Pipps,Georg,Classic Cars,? 77.00,Medium,2005,5,2,17-05-2005
10109,3,S18_1984,Motor Mint Distributors Inc.,10-03-2003,Shipped,38,? 100.00,4432.7,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,Hernandez,Rosa,Classic Cars,? 142.00,Small,2003,3,1,10-03-2003
10109,3,S18_1984,Motor Mint Distributors Inc.,10-03-2003,Shipped,38,? 100.00,4432.7,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,Hernandez,Rosa,Classic Cars,? 142.00,Medium,2003,3,1,10-03-2003
10109,3,S18_1984,Motor Mint Distributors Inc.,10-03-2003,Shipped,38,? 100.00,4432.7,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,Hernandez,Rosa,Classic Cars,? 142.00,Large,2003,3,1,10-03-2003
10122,1,S18_1984,Marseille Mini Autos,08-05-2003,Shipped,31,? 100.00,4100.99,91.24.4555,"12, rue des Bouchers",N/A,Marseille,N/A,13008,France,Lebihan,Laurence,Classic Cars,? 142.00,Small,2003,5,2,08-05-2003
10122,1,S18_1984,Marseille Mini Autos,08-05-2003,Shipped,31,? 100.00,4100.99,91.24.4555,"12, rue des Bouchers",N/A,Marseille,N/A,13008,France,Lebihan,Laurence,Classic Cars,? 142.00,Medium,2003,5,2,08-05-2003
10122,1,S18_1984,Marseille Mini Autos,08-05-2003,Shipped,31,? 100.00,4100.99,91.24.4555,"12, rue des Bouchers",N/A,Marseille,N/A,13008,France,Lebihan,Laurence,Classic Cars,? 142.00,Large,2003,5,2,08-05-2003
10136,1,S18_1984,Alpha Cognac,04-07-2003,Shipped,36,? 100.00,5274.72,61.77.6555,1 rue Alsace-Lorraine,N/A,Toulouse,N/A,31000,France,Roulet,Annette,Classic Cars,? 142.00,Small,2003,7,3,04-07-2003
10136,1,S18_1984,Alpha Cognac,04-07-2003,Shipped,36,? 100.00,5274.72,61.77.6555,1 rue Alsace-Lorraine,N/A,Toulouse,N/A,31000,France,Roulet,Annette,Classic Cars,? 142.00,Medium,2003,7,3,04-07-2003
10136,1,S18_1984,Alpha Cognac,04-07-2003,Shipped,36,? 100.00,5274.72,61.77.6555,1 rue Alsace-Lorraine,N/A,Toulouse,N/A,31000,France,Roulet,Annette,Classic Cars,? 142.00,Large,2003,7,3,04-07-2003
10148,12,S18_1984,"Anna's Decorations, Ltd",11-09-2003,Shipped,25,? 100.00,4232,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,O'Hara,Anna,Classic Cars,? 142.00,Small,2003,9,3,11-09-2003
10148,12,S18_1984,"Anna's Decorations, Ltd",11-09-2003,Shipped,25,? 100.00,4232,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,O'Hara,Anna,Classic Cars,? 142.00,Medium,2003,9,3,11-09-2003
10148,12,S18_1984,"Anna's Decorations, Ltd",11-09-2003,Shipped,25,? 100.00,4232,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,O'Hara,Anna,Classic Cars,? 142.00,Large,2003,9,3,11-09-2003
10161,11,S18_1984,Heintze Collectables,17-10-2003,Shipped,48,? 100.00,6145.44,86 21 3555,Smagsloget 45,N/A,Aaarhus,N/A,8200,Denmark,Ibsen,Palle,Classic Cars,? 142.00,Small,2003,10,4,17-10-2003
10161,11,S18_1984,Heintze Collectables,17-10-2003,Shipped,48,? 100.00,6145.44,86 21 3555,Smagsloget 45,N/A,Aaarhus,N/A,8200,Denmark,Ibsen,Palle,Classic Cars,? 142.00,Medium,2003,10,4,17-10-2003
10161,11,S18_1984,Heintze Collectables,17-10-2003,Shipped,48,? 100.00,6145.44,86 21 3555,Smagsloget 45,N/A,Aaarhus,N/A,8200,Denmark,Ibsen,Palle,Classic Cars,? 142.00,Large,2003,10,4,17-10-2003
10171,1,S18_1984,Quebec Home Shopping Network,05-11-2003,Shipped,35,? 100.00,4680.2,(514) 555-8054,43 rue St. Laurent,N/A,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Classic Cars,? 142.00,Small,2003,11,4,05-11-2003
10171,1,S18_1984,Quebec Home Shopping Network,05-11-2003,Shipped,35,? 100.00,4680.2,(514) 555-8054,43 rue St. Laurent,N/A,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Classic Cars,? 142.00,Medium,2003,11,4,05-11-2003
10171,1,S18_1984,Quebec Home Shopping Network,05-11-2003,Shipped,35,? 100.00,4680.2,(514) 555-8054,43 rue St. Laurent,N/A,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Classic Cars,? 142.00,Large,2003,11,4,05-11-2003
10181,5,S18_1984,Herkku Gifts,12-11-2003,Shipped,21,? 100.00,3286.08,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,Oeztan,Veysel,Classic Cars,? 142.00,Small,2003,11,4,12-11-2003
10181,5,S18_1984,Herkku Gifts,12-11-2003,Shipped,21,? 100.00,3286.08,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,Oeztan,Veysel,Classic Cars,? 142.00,Medium,2003,11,4,12-11-2003
10181,5,S18_1984,Herkku Gifts,12-11-2003,Shipped,21,? 100.00,3286.08,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,Oeztan,Veysel,Classic Cars,? 142.00,Large,2003,11,4,12-11-2003
10192,10,S18_1984,Online Diecast Creations Co.,20-11-2003,Shipped,47,? 100.00,7421.3,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,Young,Valarie,Classic Cars,? 142.00,Small,2003,11,4,20-11-2003
10192,10,S18_1984,Online Diecast Creations Co.,20-11-2003,Shipped,47,? 100.00,7421.3,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,Young,Valarie,Classic Cars,? 142.00,Medium,2003,11,4,20-11-2003
10192,10,S18_1984,Online Diecast Creations Co.,20-11-2003,Shipped,47,? 100.00,7421.3,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,Young,Valarie,Classic Cars,? 142.00,Large,2003,11,4,20-11-2003
10204,16,S18_1984,Muscle Machine Inc,02-12-2003,Shipped,38,? 100.00,6432.64,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Young,Jeff,Classic Cars,? 142.00,Small,2003,12,4,02-12-2003
10204,16,S18_1984,Muscle Machine Inc,02-12-2003,Shipped,38,? 100.00,6432.64,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Young,Jeff,Classic Cars,? 142.00,Medium,2003,12,4,02-12-2003
10204,16,S18_1984,Muscle Machine Inc,02-12-2003,Shipped,38,? 100.00,6432.64,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Young,Jeff,Classic Cars,? 142.00,Large,2003,12,4,02-12-2003
10212,9,S18_1984,Euro Shopping Channel,16-01-2004,Shipped,41,? 100.00,4840.87,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 142.00,Small,2004,1,1,16-01-2004
10212,9,S18_1984,Euro Shopping Channel,16-01-2004,Shipped,41,? 100.00,4840.87,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 142.00,Medium,2004,1,1,16-01-2004
10212,9,S18_1984,Euro Shopping Channel,16-01-2004,Shipped,41,? 100.00,4840.87,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,Freyre,Diego,Classic Cars,? 142.00,Large,2004,1,1,16-01-2004
10226,7,S18_1984,Collectable Mini Designs Co.,26-02-2004,Shipped,24,? 100.00,3892.08,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,Thompson,Valarie,Classic Cars,? 142.00,Small,2004,2,1,26-02-2004
10226,7,S18_1984,Collectable Mini Designs Co.,26-02-2004,Shipped,24,? 100.00,3892.08,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,Thompson,Valarie,Classic Cars,? 142.00,Medium,2004,2,1,26-02-2004
10226,7,S18_1984,Collectable Mini Designs Co.,26-02-2004,Shipped,24,? 100.00,3892.08,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,Thompson,Valarie,Classic Cars,? 142.00,Large,2004,2,1,26-02-2004
10240,2,S18_1984,Osaka Souveniers Co.,13-04-2004,Shipped,37,? 100.00,5526.32,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Kentary,Mory,Classic Cars,? 142.00,Small,2004,4,2,13-04-2004
10240,2,S18_1984,Osaka Souveniers Co.,13-04-2004,Shipped,37,? 100.00,5526.32,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Kentary,Mory,Classic Cars,? 142.00,Medium,2004,4,2,13-04-2004
10240,2,S18_1984,Osaka Souveniers Co.,13-04-2004,Shipped,37,? 100.00,5526.32,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Kentary,Mory,Classic Cars,? 142.00,Large,2004,4,2,13-04-2004
10253,4,S18_1984,"UK Collectables, Ltd.",01-06-2004,Cancelled,33,? 100.00,4459.62,(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,Devon,Elizabeth,Classic Cars,? 142.00,Small,2004,6,2,01-06-2004
10253,4,S18_1984,"UK Collectables, Ltd.",01-06-2004,Cancelled,33,? 100.00,4459.62,(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,Devon,Elizabeth,Classic Cars,? 142.00,Medium,2004,6,2,01-06-2004
10253,4,S18_1984,"UK Collectables, Ltd.",01-06-2004,Cancelled,33,? 100.00,4459.62,(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,Devon,Elizabeth,Classic Cars,? 142.00,Large,2004,6,2,01-06-2004
10266,5,S18_1984,L'ordine Souveniers,06-07-2004,Shipped,49,? 100.00,6203.4,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,Moroni,Maurizio,Classic Cars,? 142.00,Small,2004,7,3,06-07-2004
10266,5,S18_1984,L'ordine Souveniers,06-07-2004,Shipped,49,? 100.00,6203.4,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,Moroni,Maurizio,Classic Cars,? 142.00,Medium,2004,7,3,06-07-2004
10266,5,S18_1984,L'ordine Souveniers,06-07-2004,Shipped,49,? 100.00,6203.4,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,Moroni,Maurizio,Classic Cars,? 142.00,Large,2004,7,3,06-07-2004
10278,5,S18_1984,Signal Gift Stores,06-08-2004,Shipped,29,? 100.00,3754.05,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,King,Sue,Classic Cars,? 142.00,Small,2004,8,3,06-08-2004
